fid,MDI_IDENT,STATUS_ID,STATUS,NAME,All_NAMES,DEP_CLASS,P_COMMOD,S_COMMOD,RGP_DIST,TWP_AREA,LL_DATUM,LATITUDE,LONGITUDE,DETAIL,potentiel
183,MDI000000001800,1004,Occurrence,Chrome Puddy,"Chrome Puddy, Commerce Far West, Commerce Northwest",Mafic-Ultramafic Intrusion,"Copper, Nickel","Chromium, Cobalt, Iron",Thunder Bay South,Puddy Lake Area,NAD83,49.965269999999997,-89.554485999999997,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000001800,Intermédiaire
184,MDI41I16NW00055,1004,Occurrence,J. Sirola,"Emerald Lake Property, J. Sirola, Sirola Prospect",Mafic-Ultramafic Intrusion,"Copper, Nickel",,Sudbury,McCarthy,NAD83,46.876083999999999,-80.429378000000000,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I16NW00055,Très fort
185,MDI000000002160,1004,Occurrence,North LDI Island Showing,"Jm-99-1317, North LDI Island Showing",Mafic-Ultramafic Intrusion,"Gold, Palladium, Platinum","Copper, Nickel",Thunder Bay South,Lac Des Iles Area,NAD83,49.200780999999999,-89.605936999999997,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000002160,Intermédiaire
186,MDI000000002157,1004,Occurrence,Murph,Murph,Mafic-Ultramafic Intrusion,Palladium,"Copper, Nickel, Platinum",Thunder Bay South,Lac Des Iles Area,NAD83,49.199660000000002,-89.585901000000007,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000002157,Intermédiaire
187,MDI000000001801,1004,Occurrence,Commerce West,Commerce West,Mafic-Ultramafic Intrusion,Nickel,"Chromium, Cobalt, Iron",Thunder Bay South,Puddy Lake Area,NAD83,49.968071999999999,-89.540772000000004,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000001801,Intermédiaire
190,MDI41I16SW00014,1003,Discretionary Occurrence,Maskinonge Lake Sample 204128,Maskinonge Lake Sample 204128,,"Copper, Nickel","Palladium, Platinum",Sudbury,McCarthy,NAD83,46.801487000000002,-80.459954999999994,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I16SW00014,Très fort
191,MDI41I15SE00007,1008,Prospect,Comstock Prospect,"Comstock Prospect, Crystal-Comstock Mine, J. Gill Property, Mining Location WR 40",Vein,"Copper, Gold",Nickel,Sudbury,Rathbun,NAD83,46.751282000000003,-80.624707000000001,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I15SE00007,Très fort
192,MDI31M03NW00017,1008,Prospect,C.W. Coo Property,"C.W. Coo Property, Rl- 458, Williams Claim",Vein (Cobalt-Type),"Nickel, Silver","Cobalt, Copper",Kirkland Lake,South Lorrain,NAD83,47.197209000000001,-79.495155999999994,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31M03NW00017,Fort
193,MDI42A04NW00046,1004,Occurrence,Akweskwa Lake,Akweskwa Lake,,"Copper, Nickel",,Timmins,Kenogaming,NAD83,48.139991999999999,-81.923190000000005,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A04NW00046,Fort
194,MDI000000000765,1004,Occurrence,Kelly-Davis Property Zone 2,Kelly-Davis Property Zone 2,Mafic-Ultramafic Intrusion,"Copper, Nickel, Palladium","Gold, Platinum",Sudbury,Kelly,NAD83,46.718268999999999,-80.440779000000006,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000000765,Très fort
195,MDI41I09NW00019,1004,Occurrence,Racicot sample 2566,"Kelly-Davis Property - Zone 1, Racicot sample 2566",Mafic-Ultramafic Intrusion,"Copper, Nickel, Palladium, Platinum",,Sudbury,Kelly,NAD83,46.715403000000002,-80.441646000000006,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I09NW00019,Très fort
199,MDI31E13NE00003,1003,Discretionary Occurrence,Schmeler Property,Schmeler Property,,Copper,Nickel,Sudbury,Lount,NAD83,45.751112999999997,-79.654732999999993,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31E13NE00003,Très fort
202,MDI41I15SE00022,1008,Prospect,Dolmac Mines Property,"Bonanza Nickel Mining Co., Burton Prospect, Dolmac Mines Property, Mining Location F4, Rathbun Lake Occurrence",Mafic-Ultramafic Intrusion,"Copper, Nickel, Palladium, Platinum","Gold, Silver",Sudbury,Rathbun,NAD83,46.764122999999998,-80.655890999999997,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I15SE00022,Très fort
208,MDI41P06SE00014,1004,Occurrence,Pantino Sample 9738,"Pantino Sample 9738, Saturday Lake",Vein,"Cobalt, Silver",Nickel,Sudbury,Unwin,NAD83,47.311785000000000,-81.095605000000006,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41P06SE00014,Très fort
209,MDI41P06SE00013,1004,Occurrence,White Lake,"Annett Option, White Lake",Vein,"Cobalt, Nickel","Gold, Silver",Sudbury,Unwin,NAD83,47.302442999999997,-81.097307000000001,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41P06SE00013,Très fort
210,MDI41I06NW00017,1001,Deposit,Vermilion Mine,"Vermilion Gold Mining Company, Vermilion Mine","Vein, Volcanogenic","Copper, Nickel","Arsenic, Gold, Iron, Palladium, Platinum, Selenium, Silver, Tellurium, Tin",Sudbury,Denison,NAD83,46.415497000000002,-81.360816999999997,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I06NW00017,Très fort
212,MDI000000000691,1004,Occurrence,Coomer Lake,"Coomer Lake, Highbank Lake Property, Northern Shield DDH 06HB-04",Mafic-Ultramafic Intrusion,"Iron, Nickel, Vanadium","Copper, Titanium",Thunder Bay North,BMA 524 861,NAD83,52.403115999999997,-86.203355999999999,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000000691,Intermédiaire
217,MDI42A10NW00039,1001,Deposit,Dundonald South Deposit,"Dundonald Beach, Dundonald Nickel, Dundonald South Deposit",,"Cobalt, Nickel, Palladium, Platinum","Copper, Iridium, Rhodium",Timmins,Dundonald,NAD83,48.629466999999998,-80.842737999999997,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A10NW00039,Fort
218,MDI31E13SE00030,1004,Occurrence,P. C. McLean Showing,P. C. McLean Showing,,Nickel,Copper,Sudbury,Lount,NAD83,45.769019999999998,-79.661233999999993,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31E13SE00030,Très fort
219,MDI41P07NE00018,1008,Prospect,F. Wilder Prospect,F. Wilder Prospect,Vein,"Cobalt, Silver",Nickel,Kirkland Lake,Donovan,NAD83,47.472219000000003,-80.692673999999997,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41P07NE00018,Fort
220,MDI41P07NE00016,1008,Prospect,Gowganda-Duggan Mine,"Duggain, Gowganda-Duggan Mine",Vein,Silver,"Cobalt, Nickel",Kirkland Lake,Donovan,NAD83,47.468876999999999,-80.723082000000005,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41P07NE00016,Fort
223,MDI41I07NW00017,1003,Discretionary Occurrence,North Doctor Creek,North Doctor Creek,,"Copper, Nickel",Sulphur/Pyrite,Sudbury,Dryden,NAD83,46.474170999999998,-80.784375999999995,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I07NW00017,Très fort
224,MDI41P10SE00002,1009,Past Producing Mine (Low Tonnage),Kell Claims,"J. Ploeger, Kell Claims, Kell Mine",Vein,"Cobalt, Copper, Nickel, Silver",,Kirkland Lake,Corkill,NAD83,47.505381000000000,-80.647330999999994,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41P10SE00002,Fort
226,MDI41P07NE00017,1003,Discretionary Occurrence,Hains Shaft,"Claim G.G.2606, Hains Shaft",,Silver,"Cobalt, Nickel",Kirkland Lake,Donovan,NAD83,47.475616000000002,-80.719064000000003,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41P07NE00017,Fort
228,MDI000000000655,1004,Occurrence,Laurion DH BI-07-01,Laurion DH BI-07-01,,Nickel,"Copper, Palladium",Timmins,Enid,NAD83,48.542186999999998,-81.869649999999993,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000000655,Fort
234,MDI31E13SE00076,1004,Occurrence,Lot 124 Con A,Lot 124 Con A,,Copper,"Gold, Nickel",Sudbury,Lount,NAD83,45.767575999999998,-79.620087999999996,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31E13SE00076,Très fort
235,MDI31E13SE00074,1004,Occurrence,Lot 14 Con 3 Copper,Lot 14 Con 3 Copper,,Copper,"Gold, Nickel",Sudbury,Lount,NAD83,45.784261999999998,-79.595607000000001,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31E13SE00074,Très fort
242,MDI000000000125,1004,Occurrence,Inco DH 27051A / 27074,Inco DH 27051A / 27074,,"Copper, Nickel",,Timmins,Aubin,NAD83,48.887326999999999,-81.556685000000002,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000000125,Fort
246,MDI52F10NW00152,1004,Occurrence,Nabish Lake - Southeast,Nabish Lake - Southeast,,"Copper, Nickel",,Kenora,Contact Bay Area,NAD83,49.649946000000000,-92.942983999999996,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52F10NW00152,Modéré
248,MDI41I03NW00016,1003,Discretionary Occurrence,McCloskey DDH-4,"McCloskey DDH-4, Penage Lake Property Dieppe Twp","Hydrothermal, Sedimentary, Vein",Copper,Nickel,Sudbury,Dieppe,NAD83,46.217117999999999,-81.434455000000000,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I03NW00016,Très fort
249,MDI52F08NW00042,1004,Occurrence,Alcock - Jergenson,"Alcock, Alcock - Jergenson",,"Copper, Nickel",,Kenora,Tadpole Lake Area,NAD83,49.434016000000000,-92.295010000000005,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52F08NW00042,Modéré
250,MDI41I15SW00067,1008,Prospect,New Dominion Nickel Mines Property,"Jonsmith Mines Ltd., New Dominion Nickel Mines Property",Mafic-Ultramafic Intrusion,"Copper, Nickel",,Sudbury,Norman,NAD83,46.773403999999999,-80.896379999999994,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I15SW00067,Très fort
258,MDI41I07NE00004,1003,Discretionary Occurrence,Arcadia South Showing,Arcadia South Showing,,"Copper, Nickel",,Sudbury,Neelon,NAD83,46.496155999999999,-80.832558000000006,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I07NE00004,Très fort
259,MDI52F10NW00143,1004,Occurrence,Mile Lake Showing,"Harrison Showing, Mile Lake Showing, Nichro Mines",,"Copper, Nickel, Palladium, Platinum",,Kenora,Contact Bay Area,NAD83,49.679431000000001,-92.786355000000000,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52F10NW00143,Modéré
263,MDI000000000783,1004,Occurrence,W.D. 16 Property,W.D. 16 Property,Mafic-Ultramafic Intrusion,"Copper, Nickel",,Sudbury,Wisner,NAD83,46.754924000000003,-81.038600000000002,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000000783,Très fort
264,MDI41I11NE00020,1004,Occurrence,Mining Location WD36,"Foy Offset Property, Mining Location WD36, Nelson River Property",Mafic-Ultramafic Intrusion,"Copper, Nickel","Palladium, Platinum, Zinc",Sudbury,Bowell,NAD83,46.737524000000001,-81.121561999999997,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I11NE00020,Très fort
265,MDI41I06SW00036,1004,Occurrence,Fire Tower West,"Fire Tower West, Louie Lake Property, West Lake Mining Claims property","Igneous Contact, Mafic-Ultramafic Intrusion","Copper, Nickel",Cobalt,Sudbury,Louise,NAD83,46.318026000000003,-81.392870000000002,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I06SW00036,Très fort
268,MDI41I04SE00036,1003,Discretionary Occurrence,McGregor Island NE Sulphides,McGregor Island NE Sulphides,,Sulphur/Pyrite,"Copper, Nickel",Sudbury,McGregor Island Area,NAD83,46.086886000000000,-81.558458999999999,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I04SE00036,Très fort
271,MDI41I11NE00019,1003,Discretionary Occurrence,W.D. 231,"Foy Offset, Rand Creek Occurrence, W.D. 231",Mafic-Ultramafic Intrusion,"Copper, Nickel",,Sudbury,Bowell,NAD83,46.724448000000002,-81.158410000000003,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I11NE00019,Très fort
274,MDI41I14SW00013,1004,Occurrence,Maki- Kainola Option,"Maki- Kainola Option, Tyrone",Mafic-Ultramafic Intrusion,"Copper, Nickel","Gold, Palladium, Platinum",Sudbury,Tyrone,NAD83,46.803547999999999,-81.309618000000000,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I14SW00013,Très fort
281,MDI000000001473,1004,Occurrence,Fletcher Sample 6062,Fletcher Sample 6062,,Nickel,,Timmins,McArthur,NAD83,48.214146999999997,-81.256197999999998,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000001473,Fort
282,MDI42A03NW00027,1004,Occurrence,"Paymaster DH 1957-1, 1957-2","BHP Minerals DH 92MDD-05, Paymaster DH 1957-1, 1957-2",,Nickel,,Timmins,McArthur,NAD83,48.218152000000003,-81.259759000000003,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A03NW00027,Fort
288,MDI000000002064,1004,Occurrence,Sample 16JW822A1,"Sample 16JW822A1, Station 16JW822",,Nickel,,Sault Ste. Marie,Copenace,NAD83,48.230182999999997,-84.035148000000007,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000002064,Faible
289,MDI000000002065,1004,Occurrence,Sample 16JW826A2,"Sample 16JW826A2, Station 16JW826",,Nickel,,Sault Ste. Marie,Copenace,NAD83,48.231440999999997,-84.032624999999996,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000002065,Faible
290,MDI000000002066,1004,Occurrence,Sample 16JW830A,"Sample 16JW830A, Station 16JW830",,Nickel,,Sault Ste. Marie,Copenace,NAD83,48.236046999999999,-84.020774000000003,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000002066,Faible
291,MDI000000002067,1004,Occurrence,Sample 16JW831A,"Sample 16JW831A, Station 16JW831",,Nickel,,Sault Ste. Marie,Copenace,NAD83,48.237954000000002,-84.018683999999993,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000002067,Faible
292,MDI42A03NE00029,1004,Occurrence,Bar-Mil Option,"Bar-Mil Option, Lakehead Mines DDH L-2A",,Nickel,Copper,Timmins,Douglas,NAD83,48.192157000000002,-81.203086999999996,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A03NE00029,Fort
293,MDI000000001479,1004,Occurrence,Fletcher Nickel Sample 1337069,"Fletcher Nickel Sample 1337069, Whitmarsh Property",,Nickel,Gold,Timmins,McArthur,NAD83,48.202553000000002,-81.233974000000003,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000001479,Fort
294,MDI000000001480,1004,Occurrence,Fletcher Nickel Sample 1337073,Fletcher Nickel Sample 1337073,,Nickel,,Timmins,McArthur,NAD83,48.210014999999999,-81.232096999999996,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000001480,Fort
295,MDI000000002063,1004,Occurrence,Sample 16JW821A1Dark,"Sample 16JW821A1Dark, Station 16JW821",,Nickel,,Sault Ste. Marie,Copenace,NAD83,48.229270000000000,-84.036736000000005,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000002063,Faible
298,MDI000000001930,1004,Occurrence,Consolidated Venturex Holdings Inc.,"Consolidated Venturex Holdings Inc., Denison Township Cu-Ni-PGE Property, Last Day Showing",Mafic-Ultramafic Intrusion,"Copper, Nickel, Palladium","Gold, Platinum",Sudbury,Denison,NAD83,46.386920000000003,-81.409711000000001,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000001930,Très fort
299,MDI31F03NW00041,1008,Prospect,Raglan Prospect,Raglan Prospect,Mafic-Ultramafic Intrusion,"Cobalt, Copper, Nickel, Palladium, Platinum",Chromium,Southern Ontario,Raglan,NAD83,45.199711000000001,-77.468663000000006,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31F03NW00041,Faible
303,MDI000000001932,1004,Occurrence,New Wine Showing,New Wine Showing,Mafic-Ultramafic Intrusion,"Copper, Nickel, Palladium, Platinum",Gold,Sudbury,Denison,NAD83,46.382291000000002,-81.413265999999993,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000001932,Très fort
309,MDI52H13NE00012,1001,Deposit,Puddy Lake,"Commerce Nickel Mines Ltd., Puddy Lake",Mafic-Ultramafic Intrusion,"Iron, Nickel, Palladium","Chromium, Cobalt, Copper, Gold, Platinum, Silver, Zinc",Thunder Bay South,Puddy Lake Area,NAD83,49.965437999999999,-89.527524000000000,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52H13NE00012,Intermédiaire
313,MDI31L13NW00022,1004,Occurrence,Keith Property,Keith Property,Vein,"Copper, Nickel","Gold, Silver",Kirkland Lake,Law,NAD83,46.886811000000002,-79.792213000000004,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31L13NW00022,Fort
314,MDI000000001475,1004,Occurrence,Fletcher Sample 1337059,Fletcher Sample 1337059,,Nickel,,Timmins,McArthur,NAD83,48.225614000000000,-81.273933999999997,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000001475,Fort
320,MDI000000001870,1004,Occurrence,Semple-Hulbert,Semple-Hulbert,VMS Base Metal,"Cobalt, Palladium","Copper, Gold, Nickel, Platinum",Thunder Bay North,East of Croal Lake Area,NAD83,53.543976000000001,-87.740244000000004,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000001870,Intermédiaire
321,MDI41I11NW00060,1004,Occurrence,McCreedy East,McCreedy East,,"Copper, Nickel",,Sudbury,Levack,NAD83,46.667856999999998,-81.349553999999998,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I11NW00060,Très fort
322,MDI41I11NW00002,1007,Producing Mine,Coleman Mine,Coleman Mine,,"Copper, Nickel, Palladium, Platinum","Cobalt, Gold, Iron, Selenium, Silver, Sulphur/Pyrite, Tellurium",Sudbury,Levack,NAD83,46.677652999999999,-81.339950999999999,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I11NW00002,Très fort
323,MDI42A06SW00024,1001,Deposit,Timmins Talc-Magnesite Property,"Alton Property, Canadian Magnesite Deposit, Porcupine Southgate Property, Timmins Talc-Magnesite Property","Komatiite-hosted, Replacement","Magnesium Minerals, Nickel, Talc",Gold,Timmins,Deloro,NAD83,48.373477000000001,-81.272890000000004,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A06SW00024,Fort
324,MDI42A06NW00190,1001,Deposit,Deloro Nickel,"Deloro Nickel, ONTEX Resources DDH FY-02-02",,Nickel,"Asbestos, Chromium, Cobalt, Gold, Iron, Palladium, Platinum",Timmins,Deloro,NAD83,48.404643000000000,-81.264579999999995,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A06NW00190,Fort
328,MDI42A03NE00002,1005,Past Producing Mine,Texmont Mine,"Fatima Mine, Texmont Mine, Texmont Project",Komatiite-hosted,"Cobalt, Nickel","Copper, Platinum",Timmins,Bartlett,NAD83,48.163939999999997,-81.204549000000000,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A03NE00002,Fort
332,MDI41I06NW00016,1005,Past Producing Mine,Crean Hill,"Crean Hill, Crean Hill No. 1, Denison Project","Igneous Contact, Magmatic","Copper, Nickel, Palladium, Platinum","Cobalt, Gold, Iron, Selenium, Silver, Sulphur/Pyrite, Tellurium",Sudbury,Denison,NAD83,46.429026999999998,-81.350909999999999,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I06NW00016,Très fort
