fid,MDI_IDENT,STATUS_ID,STATUS,NAME,All_NAMES,DEP_CLASS,P_COMMOD,S_COMMOD,RGP_DIST,TWP_AREA,LL_DATUM,LATITUDE,LONGITUDE,DETAIL,potentiel
334,MDI41I06NW00102,1003,Discretionary Occurrence,Ethel Lake,"Ethel Lake, H. Ranger Property",Vein,"Copper, Nickel",,Sudbury,Denison,NAD83,46.412410000000001,-81.383098000000004,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I06NW00102,Très fort
335,MDI41I06NW00099,1003,Discretionary Occurrence,J. Morin and J. McFadden Property,J. Morin and J. McFadden Property,,"Copper, Nickel",,Sudbury,Denison,NAD83,46.428930999999999,-81.364393000000007,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I06NW00099,Très fort
337,MDI31M05NE00047,1005,Past Producing Mine,Kerr Lake Mine,"Glen Lake Silver Mines Ltd., Kerr Lake Lease (HiHo Silver Mines), Kerr Lake Mine",Vein (Cobalt-Type),"Cobalt, Silver","Copper, Nickel, Uranium",Kirkland Lake,Coleman,NAD83,47.375580999999997,-79.656825999999995,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31M05NE00047,Fort
340,MDI31M05SE00016,1005,Past Producing Mine,Foster-Cobalt Mining Co. Ltd.,"Agnico-Mines Ltd., Cobalt Consolidated Mining Corp. Ltd., Cobalt Products Ltd. Silanco Mining and Smelting Corp. Ltd., Foster-Cobalt Mining Co. Ltd., Glen Lake Cobalt Mines Ltd. (leased), Penn-Cobalt Silver Mines Ltd., University Shaft, leased to Argentu",Vein (Cobalt-Type),"Cobalt, Silver","Copper, Gold, Lead, Nickel, Zinc",Kirkland Lake,Coleman,NAD83,47.373075000000000,-79.664944000000006,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31M05SE00016,Fort
351,MDI000000004640,1004,Occurrence,St. Paul's Bay Nickel,St. Paul's Bay Nickel,,Nickel,Cobalt,Red Lake,Heyson,NAD83,51.015433999999999,-93.897593000000001,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000004640,Modéré
354,MDI000000004740,1001,Deposit,Gemini North Nickel Zone,Gemini North Nickel Zone,Komatiite-hosted,Nickel,"Cobalt, Palladium, Platinum",Timmins,Carman,NAD83,48.389346000000003,-81.018450999999999,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000004740,Fort
355,MDI42A03NW00021,1004,Occurrence,Amador DH FP-08-02A,"Amador DH FP-08-02A, Bruce Lake, Filo Area A, Hollinger Nickel",,"Copper, Nickel, Zinc","Cobalt, Lead, Silver",Timmins,Fripp,NAD83,48.230294000000001,-81.399190000000004,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A03NW00021,Fort
357,MDI31M05NE00038,1005,Past Producing Mine,M.J. O'Brien Ltd.,"Agnico Mines Ltd., Cross Lake Lease, Deer Horn Mines Ltd., L.J. O'Shaughnessy (Shag Silver Mines), M.J. O'Brien Ltd.",Vein (Cobalt-Type),"Cobalt, Silver","Copper, Lead, Nickel, Zinc",Kirkland Lake,Coleman,NAD83,47.391067999999997,-79.645488000000000,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31M05NE00038,Fort
358,MDI31M05NE00079,1009,Past Producing Mine (Low Tonnage),Deer Horn Mines Ltd.,"Canadaka Mines Ltd., Deer Horn Mines Ltd., Reinhardt Cross Lake Group",Vein,"Cobalt, Silver","Copper, Nickel",Kirkland Lake,Coleman,NAD83,47.390670000000000,-79.645634999999999,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31M05NE00079,Fort
359,MDI31M05NE00077,1009,Past Producing Mine (Low Tonnage),Silver Cliff Mining Company Ltd.,"A.B. Pilliner and Associates, Ausic Mining and Reduction Co. Ltd., Bailey Mines Ltd., Northern Customs Concentrators Ltd., Rix Athabasca Uranium Mines Ltd., Silver Cliff Mining Company Ltd., United Cobalt Mines Ltd.",,"Cobalt, Silver","Copper, Nickel",Kirkland Lake,Coleman,NAD83,47.394046000000003,-79.655310000000000,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31M05NE00077,Fort
360,MDI000000000271,1004,Occurrence,Sanderson Property,"Anomaly M-24, Big Mac Property, MacDonald Mines DDH BM-9B, Sanderson Property",,"Nickel, Vanadium","Cobalt, Titanium",Thunder Bay North,BMA 532 862,NAD83,53.215825000000002,-86.270651999999998,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000000271,Intermédiaire
367,MDI42A06SE00062,1005,Past Producing Mine,McWatters Mine,"Coldstream Property, McWatters Deposit, McWatters Mine, Tontine Deposit","Mafic-Ultramafic Intrusion, Magmatic","Copper, Nickel","Asbestos, Cobalt, Palladium, Platinum",Timmins,Langmuir,NAD83,48.313732000000002,-81.042323999999994,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A06SE00062,Fort
368,MDI000000000858,1004,Occurrence,DDH Gp2-08-01,"DDH Gp2-08-01, GP Property",Mafic-Ultramafic Intrusion,"Copper, Nickel",,Thunder Bay North,BMA 522 871,NAD83,52.246718999999999,-87.071023999999994,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000000858,Intermédiaire
370,MDI31C12NW00127,1004,Occurrence,Horse Lake,"Horse Lake, Trigan West Gabbro, Tripp",,Iron,"Copper, Nickel, Titanium",Southern Ontario,Methuen,NAD83,44.580367000000003,-77.978993000000003,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31C12NW00127,Faible
376,MDI31M04SE00026,1009,Past Producing Mine (Low Tonnage),Ogistoh Mine,"Cooper Lake Property, Huronian Belt Claim 17,688, Ogistoh Mine",Vein (Cobalt-Type),"Cobalt, Copper, Gold, Nickel, Silver",,Kirkland Lake,Eldridge,NAD83,47.059168000000000,-79.528411000000006,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31M04SE00026,Fort
379,MDI42A15NW00003,1004,Occurrence,Falconbridge DDH MAN64-01,Falconbridge DDH MAN64-01,,Nickel,,Timmins,Hanna,NAD83,48.885064999999997,-80.994433000000001,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A15NW00003,Fort
380,MDI42A14NE00069,1003,Discretionary Occurrence,Shell Resources DDH 7602-78-02,"Shell Grid 34-40, Shell Resources DDH 7602-78-02",,Zinc,"Copper, Nickel",Timmins,Hanna,NAD83,48.885508999999999,-81.036309000000003,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A14NE00069,Fort
381,MDI000000001729,1004,Occurrence,Teck DDH MAC97-24,Teck DDH MAC97-24,,Nickel,,Timmins,Nova,NAD83,48.573742000000003,-82.266717000000000,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000001729,Fort
382,MDI42B09SW00011,1004,Occurrence,Teck DDH MAC96-07,"Nova Grid H-West, Teck DDH MAC96-07",,Nickel,Copper,Timmins,Nova,NAD83,48.568576999999998,-82.281458999999998,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42B09SW00011,Fort
383,MDI42B09SW00010,1004,Occurrence,Teck DDH Mac96-06,"Teck DDH Mac96-06, Teck Nova Grid H-West",,Nickel,Copper,Timmins,Nova,NAD83,48.576002000000003,-82.294852000000006,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42B09SW00010,Fort
384,MDI000000000142,1004,Occurrence,Sim Lake Occurrence,Sim Lake Occurrence,Mafic-Ultramafic Intrusion,"Copper, Nickel, Palladium, Platinum","Chromium, Cobalt",Thunder Bay North,Sim Lake Area,NAD83,51.082780999999997,-88.186403999999996,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000000142,Intermédiaire
385,MDI000000001750,1004,Occurrence,Pacific North West Capital Corp. DDH WTM-05-13,Pacific North West Capital Corp. DDH WTM-05-13,,Nickel,Copper,Timmins,Montcalm,NAD83,48.634909999999998,-82.147390999999999,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000001750,Fort
388,MDI31M05SE00113,1004,Occurrence,Williamson Claims,Williamson Claims,Vein (Cobalt-Type),"Cobalt, Nickel",,Kirkland Lake,Gillies Limit,NAD83,47.321083999999999,-79.709884000000002,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31M05SE00113,Fort
393,MDI000000001501,1004,Occurrence,Klondike Sample 15453,Klondike Sample 15453,,Nickel,,Timmins,Price,NAD83,48.285840999999998,-81.391130000000004,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000001501,Fort
400,MDI53C05NE00004,1003,Discretionary Occurrence,Asbestos Corp Discovery No. 1,Asbestos Corp Discovery No. 1,Mafic-Ultramafic Intrusion,"Copper, Nickel",,Red Lake,Hornby Lake Area,NAD83,52.473106000000001,-93.589065000000005,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI53C05NE00004,Modéré
415,MDI31L05SW00004,1004,Occurrence,Iron Island,"Iron Island, Iron Island Complex",Carbonatite,"Niobium, Uranium","Barite, Fluorite, Iron, Nickel, Tin",Sudbury,,NAD83,46.261149000000003,-79.882012000000003,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31L05SW00004,Très fort
417,MDI000000002137,1001,Deposit,Sheriff,"Powerline, Sheriff, South Pit, Southeast Roby, Twilight",Mafic-Ultramafic Intrusion,Palladium,"Copper, Gold, Nickel, Platinum",Thunder Bay South,Lac Des Iles Area,NAD83,49.167468000000000,-89.609853999999999,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000002137,Intermédiaire
418,MDI000000002136,1008,Prospect,Baker Zone,"A Zone, Baker Zone",Mafic-Ultramafic Intrusion,Palladium,"Copper, Gold, Nickel, Platinum",Thunder Bay South,Lac Des Iles Area,NAD83,49.176206000000001,-89.602587999999997,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000002136,Intermédiaire
419,MDI42A06SE00065,1001,Deposit,Hart Deposit,"Hart Deposit, Hart Prospect, Paramaque DDH 64-5","Mafic-Ultramafic Intrusion, Magmatic","Copper, Nickel","Gold, Palladium, Platinum",Timmins,Eldorado,NAD83,48.303714999999997,-81.081018000000000,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A06SE00065,Fort
422,MDI41O10NW00040,1004,Occurrence,Kennecott Tn93-01,Kennecott Tn93-01,,Nickel,,Timmins,Greenlaw,NAD83,47.716524000000000,-82.848395999999994,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41O10NW00040,Fort
433,MDI000000000345,1004,Occurrence,BHP Minerals DDH 92MDD-04,BHP Minerals DDH 92MDD-04,Komatiite-hosted,Nickel,,Timmins,McArthur,NAD83,48.228572999999997,-81.277922000000004,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000000345,Fort
435,MDI000000001760,1008,Prospect,Swole Lake Cu-Ni,Swole Lake Cu-Ni,,"Copper, Nickel","Palladium, Platinum",Thunder Bay North,Junior Lake Area,NAD83,50.423484000000002,-87.939381999999995,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000001760,Intermédiaire
438,MDI000000001540,1004,Occurrence,Y Vein,"Owiassa Property, Y Vein",,"Copper, Gold, Silver","Cobalt, Nickel, Zinc",Kirkland Lake,Strathy,NAD83,47.143915999999997,-79.781811000000005,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000001540,Fort
443,MDI52C11NE00035,1004,Occurrence,Redgut Bay,"Redgut Bay, Redgut Bay Noranda Option",,Copper,Nickel,Kenora,Halkirk,NAD83,48.741945999999999,-93.019315000000006,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52C11NE00035,Modéré
444,MDI52C11NE00047,1004,Occurrence,Belacoma Mines Ltd,"Belacoma Mines Ltd, Belacoma North, Belacoma South, Belacoma West",,"Copper, Nickel","Palladium, Platinum",Kenora,Halkirk,NAD83,48.714855999999997,-93.033782000000002,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52C11NE00047,Modéré
446,MDI000000000863,1004,Occurrence,Carlson Property,"Carlson Property, Pegg DDH H-01-01",,"Nickel, Silver",Zinc,Timmins,Halliday,NAD83,47.903317999999999,-81.154065000000003,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000000863,Fort
447,MDI000000001000,1004,Occurrence,Hollinger Mines Ltd Hole TH1-2-72,Hollinger Mines Ltd Hole TH1-2-72,,Nickel,,Timmins,Thorburn,NAD83,48.788513999999999,-81.600095999999994,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000001000,Fort
448,MDI41P14NW00017,1004,Occurrence,Dominion Gulf Block 3,"Dominion Gulf Block 3, Dominion Gulf No. 3 Nickel Showing",,Nickel,,Timmins,Sothman,NAD83,47.897652000000001,-81.273819000000003,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41P14NW00017,Fort
449,MDI41I05NE00060,1004,Occurrence,Mustang Minerals Sample 88519,"Keba Property, Mustang Minerals Sample 88519",Mafic-Ultramafic Intrusion,"Cobalt, Copper, Gold, Nickel",Platinum,Sudbury,Nairn,NAD83,46.363348999999999,-81.660055999999997,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I05NE00060,Très fort
455,MDI000000001027,1004,Occurrence,Belacoma West,Belacoma West,,"Copper, Nickel",,Kenora,Halkirk,NAD83,48.721159999999998,-93.041128000000000,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000001027,Modéré
458,MDI41I05SE00026,1004,Occurrence,Golden Sabre Mining Property,Golden Sabre Mining Property,,"Copper, Nickel",,Sudbury,Nairn,NAD83,46.298375000000000,-81.656066999999993,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I05SE00026,Très fort
460,MDI52H13NE00017,1003,Discretionary Occurrence,Puddy South,Puddy South,Mafic-Ultramafic Intrusion,"Iron, Nickel",,Thunder Bay South,Puddy Lake Area,NAD83,49.965350000000001,-89.538642999999993,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52H13NE00017,Intermédiaire
463,MDI42A10NW00036,1004,Occurrence,Asarco OVDH AQ-04,Asarco OVDH AQ-04,,Nickel,,Timmins,Macklem,NAD83,48.529308000000000,-80.882039000000006,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A10NW00036,Fort
473,MDI52F05NE00064,1004,Occurrence,Denmark Lake North,"Denmark Lake North, The International Nickel Company of Canada Limited",,Nickel,,Kenora,Atikwa Lake Area,NAD83,49.386701000000002,-93.646715999999998,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52F05NE00064,Modéré
474,MDI52F05NE00055,1004,Occurrence,Denmark Lake,Denmark Lake,,"Copper, Nickel",,Kenora,Atikwa Lake Area,NAD83,49.391126000000000,-93.661851999999996,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52F05NE00055,Modéré
475,MDI52F05NE00066,1004,Occurrence,Denmark Island,Denmark Island,,Nickel,,Kenora,Atikwa Lake Area,NAD83,49.385446999999999,-93.655407999999994,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52F05NE00066,Modéré
477,MDI52F05NE00045,1008,Prospect,Gauthier-Nilson,"Caribou Lake Lodge, Gauthier-Nilson",,"Cobalt, Copper, Nickel, Platinum",,Kenora,Atikwa Lake Area,NAD83,49.388069999999999,-93.666027000000000,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52F05NE00045,Modéré
483,MDI42M14NW00008,1001,Deposit,Norton Lake Cu-Ni-PGE Deposit,"Norton Lake Cu-Ni-PGE Deposit, Norton West, Wasabi Resources Cu-Ni Deposit Anomaly U",Mafic-Ultramafic Intrusion,"Copper, Nickel, Palladium, Platinum","Cobalt, Silver",Thunder Bay North,Norton Lake Area,NAD83,51.900742000000001,-87.422777999999994,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42M14NW00008,Intermédiaire
486,MDI31F06NE00013,1004,Occurrence,OGS Sample T-227,"McDonalds Mountain, OGS Sample T-227",,Gold,"Copper, Nickel, Zinc",Southern Ontario,Sebastopol,NAD83,45.412184000000003,-77.200582999999995,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31F06NE00013,Faible
492,MDI52P02NW00005,1008,Prospect,Gould Lake,"Gould Lake, Govenor Gold Mines Occurrence, McWami Lake Occurrence, Miron Occurrence",Mafic-Ultramafic Intrusion,Copper,"Lead, Nickel, Zinc",Thunder Bay North,Ficht Lake Area,NAD83,51.188946999999999,-88.893084999999999,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52P02NW00005,Intermédiaire
493,MDI31M05SE00112,1003,Discretionary Occurrence,Watts-Armstrong,Watts-Armstrong,Vein (Cobalt-Type),"Cobalt, Nickel",,Kirkland Lake,Gillies Limit,NAD83,47.306075999999997,-79.693824000000006,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31M05SE00112,Fort
496,MDI000000000962,1004,Occurrence,North Rankin Nickel DDH 65-7,"North Rankin Nickel DDH 65-7, North Rankin Nickel DDH 65-8",,Nickel,Copper,Timmins,MacDiarmid,NAD83,48.683748000000001,-81.578498999999994,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000000962,Fort
499,MDI42C02SE00029,1003,Discretionary Occurrence,Lakemount A Vein,Lakemount A Vein,,"Copper, Nickel",,Sault Ste. Marie,Esquega,NAD83,48.044764999999998,-84.631861000000001,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42C02SE00029,Faible
503,MDI000000001028,1008,Prospect,East Zone,East Zone,,"Cobalt, Copper, Gold, Nickel, Palladium, Platinum","Molybdenum, Silver",Kenora,Halkirk,NAD83,48.705638000000000,-93.050590000000000,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000001028,Modéré
504,MDI000000001031,1004,Occurrence,Highway 1,Highway 1,,"Copper, Nickel",,Kenora,Halkirk,NAD83,48.716932999999997,-93.037154999999998,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000001031,Modéré
505,MDI000000001033,1008,Prospect,Main South Zone,Main South Zone,,"Copper, Nickel","Cobalt, Palladium, Platinum, Silver",Kenora,Halkirk,NAD83,48.700819000000003,-93.062110000000004,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000001033,Modéré
510,MDI000000001068,1004,Occurrence,International Nickel Company of Canada Ltd 27090,"International Nickel Company of Canada Ltd 25064, International Nickel Company of Canada Ltd 27090",,Nickel,,Timmins,Kingsmill,NAD83,48.960008000000002,-81.616221999999993,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000001068,Fort
517,MDI31M13SE00008,1004,Occurrence,Golden Poly Property,"Gereghty and Waddell Property, Golden Poly Property, Tyranex Property",,"Copper, Nickel, Zinc","Gold, Silver",Kirkland Lake,Pense,NAD83,47.814946999999997,-79.541832999999997,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31M13SE00008,Fort
522,MDI53C05NE00003,1004,Occurrence,Asbestos Corp Discovery No. 2,"Asbestos Corp Discovery No. 2, Findlay Lake Deposits, Hornby Lake, Partridge Showing",Mafic-Ultramafic Intrusion,"Copper, Nickel",,Red Lake,Hornby Lake Area,NAD83,52.460607000000003,-93.585194000000001,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI53C05NE00003,Modéré
523,MDI41I16SW00034,1004,Occurrence,Palston,"McNish, Ozhway, Palston, Waltenbury",Vein,"Cobalt, Copper, Lead, Nickel, Zinc","Gold, Silver",Sudbury,McNish,NAD83,46.798025000000003,-80.407833999999994,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I16SW00034,Très fort
524,MDI41P10NW00033,1004,Occurrence,Rawhide,Rawhide,,Silver,"Cobalt, Copper, Nickel",Kirkland Lake,Haultain,NAD83,47.707856000000000,-80.686758999999995,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41P10NW00033,Fort
526,MDI52P04NE00012,1004,Occurrence,Hummingbird Lake,"Achapi Lake 'A', Hummingbird Lake, Sturdy Mines, Woodilee Lake",Mafic-Ultramafic Intrusion,"Copper, Nickel","Cobalt, Gold",Thunder Bay North,Achapi Lake Area,NAD83,51.128546000000000,-89.748755000000003,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52P04NE00012,Intermédiaire
527,MDI000000000217,1004,Occurrence,Ontex Sample 65420,Ontex Sample 65420,,Nickel,,Timmins,Deloro,NAD83,48.400937999999996,-81.259985999999998,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000000217,Fort
528,MDI000000000222,1004,Occurrence,Ontex Sample 65449,Ontex Sample 65449,,Nickel,,Timmins,Deloro,NAD83,48.390265999999997,-81.256648999999996,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000000222,Fort
529,MDI000000000224,1004,Occurrence,Ontex Sample 65255,Ontex Sample 65255,,Nickel,,Timmins,Deloro,NAD83,48.383428000000002,-81.257154999999997,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000000224,Fort
530,MDI41I05SE00096,1008,Prospect,Prosco No. E14 & E15,Prosco No. E14 & E15,,Copper,"Nickel, Sulphur/Pyrite",Sudbury,Baldwin,NAD83,46.328400999999999,-81.744016999999999,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I05SE00096,Très fort
531,MDI000000000143,1004,Occurrence,Luella Lake Occurrence,Luella Lake Occurrence,Mafic-Ultramafic Intrusion,"Copper, Nickel",,Thunder Bay North,Ficht Lake Area,NAD83,51.202043000000003,-88.780653000000001,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000000143,Intermédiaire
534,MDI000000002357,1004,Occurrence,Kejimalda Zone,"Kejimalda Zone, Moshkinabi Lake Extension, Nose Grid",,"Cobalt, Copper, Nickel, Palladium, Platinum","Gold, Silver",Thunder Bay South,Roberta,NAD83,49.130878000000003,-85.552369999999996,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000002357,Intermédiaire
536,MDI52A03SW00011,1004,Occurrence,Renshaw-Kuneman,Renshaw-Kuneman,,"Copper, Nickel, Palladium",Gold,Thunder Bay South,Spar And Victoria Islands Area,NAD83,48.092390999999999,-89.323824999999999,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52A03SW00011,Intermédiaire
539,MDI42A08SE00114,1004,Occurrence,Ole Hagen Property,"Ole Hagen Property, P. Hawley Property",,Asbestos,"Copper, Nickel",Kirkland Lake,Benoit,NAD83,48.310862000000000,-80.258328000000006,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A08SE00114,Fort
542,MDI42C16NW00004,1001,Deposit,Kabinakagami Lake Occurrence,"Boot Bay Magnetite, J. Perkin Property, Kabinakagami Lake Occurrence, Sand River Gold Mining",Mafic-Ultramafic Intrusion,"Chromium, Iron, Titanium, Vanadium","Gold, Nickel",Timmins,Lizar,NAD83,48.899368000000003,-84.474872000000005,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42C16NW00004,Fort
543,MDI41I06NE00011,1005,Past Producing Mine,Copper Cliff No. 2,"Canadian Copper No. 2, Copper Cliff No. 2, McArthur No. 2",,"Copper, Nickel",,Sudbury,McKim,NAD83,46.482028999999997,-81.066861000000003,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I06NE00011,Très fort
545,MDI000000004739,1001,Deposit,Aurora North,"Aurora Nickel Project, Aurora North, Langmuir North",Komatiite-hosted,Nickel,"Copper, Gold, Palladium, Platinum",Timmins,Langmuir,NAD83,48.344112000000003,-80.997975999999994,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000004739,Fort
546,MDI000000002255,1003,Discretionary Occurrence,Coomer Lake North,"Coomer Lake North, Northern Shield DDH 06HB-10",,"Nickel, Platinum, Vanadium","Magnetite, Palladium",Thunder Bay North,BMA 524 861,NAD83,52.450209999999998,-86.237763000000001,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000002255,Intermédiaire
550,MDI31C13NE00106,1003,Discretionary Occurrence,Wilroy,Wilroy,,"Copper, Nickel",,Southern Ontario,Limerick,NAD83,44.909897999999998,-77.684094999999999,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31C13NE00106,Faible
552,MDI31E05SW00015,1003,Discretionary Occurrence,Lot 15 Concession 4,Lot 15 Concession 4,,"Copper, Nickel",,Sudbury,Foley,NAD83,45.286166000000001,-79.918019999999999,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31E05SW00015,Très fort
553,MDI42A12NE00037,1004,Occurrence,Hollinger Mines Ltd DDH M3-1-73,Hollinger Mines Ltd DDH M3-1-73,,Nickel,,Timmins,MacDiarmid,NAD83,48.674441000000002,-81.544568999999996,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A12NE00037,Fort
555,MDI31E12NW00005,1003,Discretionary Occurrence,Sample 86DGM-29-32,Sample 86DGM-29-32,,"Copper, Manganese, Vanadium","Cobalt, Nickel",Sudbury,Ferrie,NAD83,45.698296999999997,-79.860915000000006,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31E12NW00005,Très fort
556,MDI52F11SW00025,1003,Discretionary Occurrence,Waterbug,Waterbug,,"Copper, Nickel",,Kenora,Line Lake Area,NAD83,49.568632000000001,-93.384341000000006,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52F11SW00025,Modéré
557,MDI52F11SW00033,1004,Occurrence,Boylen South,Boylen South,,"Copper, Nickel",,Kenora,Line Lake Area,NAD83,49.585898000000000,-93.339388000000000,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52F11SW00033,Modéré
558,MDI31M05SE00117,1008,Prospect,Oxford Cobalt Silver Mines Ltd.,"Oxford Cobalt Silver Mines Ltd., Professor Silver Mines Ltd., South Giroux Mines Ltd.",,Silver,"Cobalt, Copper, Lead, Nickel, Zinc",Kirkland Lake,Gillies Limit,NAD83,47.356169000000001,-79.670936999999995,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31M05SE00117,Fort
562,MDI52F11SW00024,1004,Occurrence,Boylen,"Boylen, Boylen North, Boylen South",,"Copper, Nickel",,Kenora,Line Lake Area,NAD83,49.596404999999997,-93.326564000000005,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52F11SW00024,Modéré
563,MDI000000002082,1003,Discretionary Occurrence,Mongus Lake North,Mongus Lake North,,Nickel,,Kenora,Dogpaw Lake Area,NAD83,49.252853000000002,-93.779263999999998,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000002082,Modéré
